../../datasets/AT&T Database of Faces/faces/training/s29/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s29/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s8/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s8/2.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s11/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s11/2.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s1/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s1/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s38/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s38/3.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s22/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s22/10.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s29/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s29/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s14/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s14/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s20/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s20/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s15/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s15/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s17/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s17/3.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s13/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s13/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s19/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s19/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s6/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s6/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s17/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s17/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s25/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s25/3.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s36/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s36/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s37/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s37/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s1/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s1/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s23/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s23/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s17/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s17/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s33/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s33/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s39/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s39/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s5/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s5/3.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s5/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s5/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s3/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s3/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s27/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s27/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s17/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s17/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s24/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s24/2.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s8/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s8/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s19/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s19/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s15/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s15/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s18/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s18/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s18/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s18/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s30/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s30/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s25/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s25/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s21/8.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s21/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s3/7.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s3/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s24/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s24/10.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s29/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s29/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s32/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s32/2.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s13/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s13/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s34/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s34/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s11/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s11/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s36/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s36/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s16/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s16/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s17/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s17/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s1/7.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s1/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s30/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s30/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s34/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s34/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s4/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s4/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s38/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s38/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s13/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s13/2.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s20/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s20/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s22/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s22/2.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s4/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s4/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s28/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s28/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s40/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s40/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s33/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s33/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s24/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s24/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s38/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s38/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s6/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s6/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s20/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s20/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s16/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s16/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s35/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s35/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s28/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s28/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s18/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s18/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s5/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s5/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s12/7.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s12/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s2/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s2/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s33/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s33/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s8/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s8/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s36/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s36/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s35/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s35/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s18/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s18/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s3/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s3/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s27/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s27/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s10/7.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s10/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s34/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s34/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s4/7.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s4/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s25/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s25/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s29/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s29/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s5/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s5/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s27/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s27/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s11/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s11/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s17/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s17/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s21/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s21/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s2/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s2/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s29/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s29/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s7/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s7/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s19/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s19/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s1/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s1/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s14/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s14/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s10/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s10/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s31/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s31/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s32/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s32/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s11/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s11/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s1/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s1/3.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s37/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s37/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s15/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s15/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s13/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s13/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s29/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s29/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s29/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s29/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s25/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s25/3.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s22/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s22/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s3/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s3/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s28/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s28/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s7/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s7/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s39/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s39/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s15/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s15/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s15/7.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s15/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s13/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s13/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s40/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s40/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s2/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s2/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s14/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s14/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s6/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s6/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s33/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s33/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s15/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s15/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s29/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s29/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s8/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s8/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s2/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s2/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s30/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s30/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s12/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s12/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s37/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s37/10.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s22/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s22/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s12/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s12/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s12/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s12/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s1/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s1/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s30/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s30/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s10/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s10/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s32/7.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s32/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s3/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s3/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s17/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s17/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s19/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s19/3.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s24/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s24/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s22/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s22/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s39/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s39/2.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s24/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s24/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s17/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s17/2.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s27/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s27/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s34/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s34/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s32/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s32/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s36/5.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s36/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s30/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s30/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s4/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s4/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s34/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s34/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s22/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s22/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s19/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s19/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s6/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s6/3.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s19/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s19/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s35/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s35/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s25/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s25/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s25/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s25/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s37/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s37/2.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s21/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s21/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s21/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s21/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s32/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s32/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s18/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s18/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s38/7.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s38/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s31/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s31/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s2/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s2/8.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s14/10.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s14/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s17/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s17/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s6/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s6/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s1/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s1/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s17/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s17/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s38/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s38/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s10/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s10/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s25/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s25/2.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s21/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s21/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s5/6.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s5/7.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s39/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s39/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s24/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s24/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s25/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s25/5.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s28/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s28/4.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s7/1.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s7/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s6/2.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s6/6.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s33/4.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s33/9.pgm.png,0
../../datasets/AT&T Database of Faces/faces/training/s29/3.pgm.png,../../datasets/AT&T Database of Faces/faces/training/s29/9.pgm.png,0
